id,Time,Address,Street 1,Street 2,Street 3,Impact type,Environment,Light,Traffic control,Severity,Number of vehicles,Number of injured persons,Number of pedestrians
100232593,2010-08-09 18:36:00,"RICHMOND RD at ASSALY RD, Ottawa, ON, Canada",RICHMOND RD,ASSALY RD,CROYDON AVE,Turning Movement,Clear,Daylight,No control,Non-fatal injury,2,1,0
100233100,2010-08-09 17:00:00,"CHURCHILL AVE at RICHMOND RD, Ottawa, ON, Canada",CHURCHILL AVE,RICHMOND RD,,Turning Movement,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
100232461,2010-08-09 15:39:00,"DALY AVE at WALLER ST, Ottawa, ON, Canada",DALY AVE,WALLER ST,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100232093,2010-08-09 08:40:00,"BERRIGAN DR at CLARIDGE DR, Ottawa, ON, Canada",BERRIGAN DR,CLARIDGE DR,CROXLEY WAY,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
100230454,2010-08-07 16:27:00,"CASTLEBROOK LANE at CENTREPOINTE DR, Ottawa, ON, Canada",CASTLEBROOK LANE,CENTREPOINTE DR,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
100229041,2010-08-06 12:20:00,"ALBERT ST at O'CONNOR ST, Ottawa, ON, Canada",ALBERT ST,O'CONNOR ST,,Single Vehicle (Other),Clear,Daylight,Traffic Signal,Non-fatal injury,1,1,1
100228830,2010-08-06 08:05:00,"CASTLE HILL CRES at CLYDE AVE, Ottawa, ON, Canada",CASTLE HILL CRES,CLYDE AVE,,Angle,Clear,Daylight,No control,P.D. Only,2,0,0
100227917,2010-08-05 15:20:00,"INNES RD at BEARBROOK RD, Ottawa, ON, Canada",INNES RD,BEARBROOK RD,SOUTHPARK DR,Turning Movement,Clear,Daylight,No control,P.D. Only,2,0,0
100227083,2010-08-04 16:30:00,"BANK ST SB at CAHILL DR, Ottawa, ON, Canada",BANK ST SB,CAHILL DR,HUNT CLUB RD,Turning Movement,Rain,Daylight,No control,Non-fatal injury,2,1,0
100225872,2010-08-03 17:30:00,"BASELINE RD at DEERFIELD DR, Ottawa, ON, Canada",BASELINE RD,DEERFIELD DR,FERGUSON ST,Turning Movement,Clear,Daylight,No control,Non-fatal injury,2,1,0
100225544,2010-08-03 12:39:00,"MERIVALE RD at BASELINE RD, Ottawa, ON, Canada",MERIVALE RD,BASELINE RD,CENTRAL PARK DR S,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
100225321,2010-08-03 06:20:00,"MCARTHUR AVE at NORTH RIVER RD, Ottawa, ON, Canada",MCARTHUR AVE,NORTH RIVER RD,,Angle,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
100224998,2010-08-02 19:00:00,"BAYSHORE DR at RICHMOND RD, Ottawa, ON, Canada",BAYSHORE DR,RICHMOND RD,,Angle,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
100221667,2010-07-30 16:50:00,"BAY ST at WELLINGTON ST, Ottawa, ON, Canada",BAY ST,WELLINGTON ST,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100221608,2010-07-30 16:05:00,"APPLEFORD ST at OGILVIE RD, Ottawa, ON, Canada",APPLEFORD ST,OGILVIE RD,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100217832,2010-07-27 12:13:00,"SPORTSPLEX S at WOODROFFE AVE, Ottawa, ON, Canada",SPORTSPLEX S,WOODROFFE AVE,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100217741,2010-07-27 11:00:00,"FINDLAY AVE at TORRINGTON PL, Ottawa, ON, Canada",FINDLAY AVE,TORRINGTON PL,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
100217659,2010-07-27 09:34:00,"LAURIER AVE at NICHOLAS ST, Ottawa, ON, Canada",LAURIER AVE,NICHOLAS ST,RIDEAU CANAL,Approaching,Clear,Daylight,No control,Non-fatal injury,2,1,0
100216751,2010-07-26 13:08:00,"PINECREST RD at QUEENSVIEW DR, Ottawa, ON, Canada",PINECREST RD,QUEENSVIEW DR,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100215600,2010-07-25 10:13:00,"ISLAND PARK DR at MAILES AVE, Ottawa, ON, Canada",ISLAND PARK DR,MAILES AVE,SCOTT ST,Turning Movement,Clear,Daylight,No control,Non-fatal injury,2,1,0
100213518,2010-07-23 13:00:00,"MELROSE AVE at CARLING AVE, Ottawa, ON, Canada",MELROSE AVE,CARLING AVE,RUSKIN ST,Approaching,Clear,Daylight,No control,Non-fatal injury,2,1,0
100212652,2010-07-22 17:25:00,"HEWITT WAY at VICKERS WAY, Ottawa, ON, Canada",HEWITT WAY,VICKERS WAY,,Angle,Unknown,Daylight,Yield Sign,Non-fatal injury,2,1,0
100212347,2010-07-22 13:08:00,"MCRAE AVE at SCOTT ST, Ottawa, ON, Canada",MCRAE AVE,SCOTT ST,,Turning Movement,Clear,Daylight,Stop Sign,Non-fatal injury,2,2,0
100212124,2010-07-22 09:52:00,"KANATA AVE at KNUDSON DR, Ottawa, ON, Canada",KANATA AVE,KNUDSON DR,,Turning Movement,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
100211781,2010-07-21 21:20:00,"BANK ST at ROCKINGHAM AVE, Ottawa, ON, Canada",BANK ST,ROCKINGHAM AVE,,Angle,Clear,Dark,Stop Sign,P.D. Only,2,0,0
100211440,2010-07-21 16:40:00,"CARLING AVE at PRESTON ST, Ottawa, ON, Canada",CARLING AVE,PRESTON ST,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100211382,2010-07-21 15:47:00,"COOPER ST at BANK ST, Ottawa, ON, Canada",COOPER ST,BANK ST,O'CONNOR ST,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
100211170,2010-07-21 13:01:00,"ISLAND PARK DR at RICHMOND RD, Ottawa, ON, Canada",ISLAND PARK DR,RICHMOND RD,,Sideswipe,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100211098,2010-07-21 11:58:00,"STRANDHERD DR at GREENBANK RD, Ottawa, ON, Canada",220 N OF STRANDHERD DR,GREENBANK RD,,Angle,Clear,Daylight,Traffic Signal,P.D. Only,2,1,0
100210863,2010-07-21 07:44:00,"MONTREAL RD at NORTH RIVER RD, Ottawa, ON, Canada",MONTREAL RD,NORTH RIVER RD,,Sideswipe,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100210445,2010-07-20 19:16:00,"BANK ST at CATHERINE ST, Ottawa, ON, Canada",BANK ST,CATHERINE ST,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100210263,2010-07-20 16:06:00,"MONTREAL RD at NORTH RIVER RD, Ottawa, ON, Canada",MONTREAL RD,NORTH RIVER RD,RIDEAU ST,Sideswipe,Clear,Daylight,No control,P.D. Only,2,0,0
100213388,2010-07-20 08:25:00,"ELGIN ST at QUEEN ST, Ottawa, ON, Canada",ELGIN ST,QUEEN ST,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,2,0
100209140,2010-07-19 15:25:00,"MCCARTHY RD at PAUL ANKA DR, Ottawa, ON, Canada",MCCARTHY RD,PAUL ANKA DR,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100208661,2010-07-19 05:45:00,"CARLING AVE at BURKE RD, Ottawa, ON, Canada",CARLING AVE,BURKE RD,DEFENSE  RESEARCH COMPLEX,Sideswipe,Rain,Dawn,No control,Non-fatal injury,2,1,0
100208746,2010-07-18 16:10:00,"ALBERT ST at ELGIN ST, Ottawa, ON, Canada",ALBERT ST,ELGIN ST,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100207242,2010-07-17 18:30:00,"COOPER ST at CARTIER ST, Ottawa, ON, Canada",COOPER ST,CARTIER ST,ELGIN ST,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
100206091,2010-07-16 18:32:00,"LORNE AVE at SOMERSET ST, Ottawa, ON, Canada",LORNE AVE,SOMERSET ST,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
100205899,2010-07-16 15:27:00,"BASELINE RD at SHOPPERS CITY WEST SC, Ottawa, ON, Canada",BASELINE RD,SHOPPERS CITY WEST SC,WOODROFFE AVE,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
100203182,2010-07-14 09:46:00,"BANK ST at ANOKA ST, Ottawa, ON, Canada",BANK ST,ANOKA ST,HERON RD,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
100203081,2010-07-14 07:37:00,"WELLINGTON ST at GRANVILLE AVE, Ottawa, ON, Canada",WELLINGTON ST,GRANVILLE AVE,RICHMOND RD,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
100201756,2010-07-12 17:15:00,"ALBERT ST at BRONSON AVE, Ottawa, ON, Canada",ALBERT ST,BRONSON AVE,COMMISSIONER ST,Other,Clear,Daylight,No control,Non-fatal injury,2,1,0
100200868,2010-07-12 09:23:00,"ELMLEA GT at OGILVIE RD, Ottawa, ON, Canada",ELMLEA GT,OGILVIE RD,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100198342,2010-07-09 19:00:00,"BANK ST at BILLINGS TRANSIT, Ottawa, ON, Canada",BANK ST,BILLINGS TRANSIT,RIVERSIDE DR,Angle,Rain,Daylight,No control,Non-fatal injury,2,1,0
100198096,2010-07-09 18:58:00,"BANK ST EXTENSION SB at KITCHENER AVE, Ottawa, ON, Canada",BANK ST EXTENSION SB,KITCHENER AVE,LEDBURY AVE,Approaching,Rain,Daylight,No control,Non-fatal injury,2,1,0
100196776,2010-07-08 16:14:00,"CHAMBERLAIN AVE at KENT, Ottawa, ON, Canada",CHAMBERLAIN AVE,KENT,N/A,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
100195564,2010-07-07 14:55:00,"RIDEAU ST at WALLER ST, Ottawa, ON, Canada",RIDEAU ST,WALLER ST,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100194064,2010-07-06 08:40:00,"AVIATION PKWY at MONTREAL RD, Ottawa, ON, Canada",AVIATION PKWY,MONTREAL RD,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100193606,2010-07-05 19:05:00,"DEER PARK RD at MEADOWLANDS DR, Ottawa, ON, Canada",DEER PARK RD,MEADOWLANDS DR,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100192207,2010-07-04 12:40:00,"OTTAWA RIVER PKWY WB at PARKDALE RAMP ON RAMP, Ottawa, ON, Canada",OTTAWA RIVER PKWY WB,PARKDALE RAMP ON RAMP,,Sideswipe,Clear,Daylight,Yield Sign,Non-fatal injury,2,2,0
100191310,2010-07-03 15:30:00,"INNES RD at VISENEAU DR, Ottawa, ON, Canada",INNES RD,VISENEAU DR,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100190508,2010-07-02 20:50:00,"GLADSTONE AVE at BAY ST, Ottawa, ON, Canada",GLADSTONE AVE,BAY ST,PERCY ST,Sideswipe,Clear,Dusk,No control,P.D. Only,2,0,0
100190467,2010-07-02 19:53:00,"LAFONTAINE AVE at MCARTHUR AVE, Ottawa, ON, Canada",LAFONTAINE AVE,MCARTHUR AVE,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100187620,2010-06-30 15:48:00,"CARLING AVE at PRESTON ST, Ottawa, ON, Canada",CARLING AVE,PRESTON ST,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100187108,2010-06-30 07:10:00,"HARNESS LANE at STONEHAVEN DR, Ottawa, ON, Canada",HARNESS LANE,STONEHAVEN DR,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100186487,2010-06-29 17:28:00,"JOHN ST at SUSSEX DR, Ottawa, ON, Canada",JOHN ST,SUSSEX DR,,Sideswipe,Rain,Daylight,Stop Sign,Non-fatal injury,1,1,0
100185906,2010-06-29 07:41:00,"JOHN ST at SUSSEX DR, Ottawa, ON, Canada",JOHN ST,SUSSEX DR,,Turning Movement,Clear,Dark,Stop Sign,Non-fatal injury,2,1,0
100185643,2010-06-28 21:58:00,"SOMERSET ST at BREEZEHILL AVE, Ottawa, ON, Canada",SOMERSET ST,BREEZEHILL AVE,PRESTON ST,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
100185393,2010-06-28 17:46:00,"WOODROFFE AVE at EARL MULLIGAN DR, Ottawa, ON, Canada",WOODROFFE AVE,EARL MULLIGAN DR,FALLOWFIELD RD,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
100185372,2010-06-28 17:31:00,"CYRVILLE RD at MEADOWBROOK RD, Ottawa, ON, Canada",CYRVILLE RD,MEADOWBROOK RD,STAR TOP RD,Turning Movement,Clear,Daylight,No control,Non-fatal injury,2,1,0
100185091,2010-06-28 13:59:00,"CARP RD at STITTSVILLE MAIN ST, Ottawa, ON, Canada",CARP RD,STITTSVILLE MAIN ST,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100182887,2010-06-25 15:50:00,"HOLITMAN DR at FALLOWFIELD RD, Ottawa, ON, Canada",482 E OF HOLITMAN DR,FALLOWFIELD RD,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100181759,2010-06-25 14:00:00,"BANFF AVE at KITCHENER AVE, Ottawa, ON, Canada",BANFF AVE,KITCHENER AVE,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
100180990,2010-06-24 19:30:00,"BOUNDARY RD at NINTH LINE RD, Ottawa, ON, Canada",BOUNDARY RD,NINTH LINE RD,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
100180716,2010-06-24 15:40:00,"CRESTHAVEN DR at CRESTWAY DR, Ottawa, ON, Canada",CRESTHAVEN DR,CRESTWAY DR,VERSILIA DR,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
100179999,2010-06-23 22:15:00,"CASTOR RD at GREGOIRE RD, Ottawa, ON, Canada",CASTOR RD,GREGOIRE RD,,Turning Movement,Rain,Dark,Stop Sign,Fatal Injury,2,2,0
100179542,2010-06-23 15:07:00,"CALDWELL AVE at MEDFORD ST, Ottawa, ON, Canada",CALDWELL AVE,MEDFORD ST,MERIVALE RD,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
100180587,2010-06-23 15:00:00,"LYNDALE AVE at PARKDALE AVE, Ottawa, ON, Canada",LYNDALE AVE,PARKDALE AVE,,Sideswipe,Clear,Daylight,Traffic Signal,P.D. Only,1,0,0
100177251,2010-06-21 16:56:00,"CAPITAL DR at MERIVALE RD, Ottawa, ON, Canada",CAPITAL DR,MERIVALE RD,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
100173544,2010-06-18 12:47:00,"MERIVALE RD at EMERALD PLAZA SC, Ottawa, ON, Canada",MERIVALE RD,EMERALD PLAZA SC,MEADOWLANDS DR,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
100173539,2010-06-18 12:35:00,"BANK ST at HUNT CLUB RD, Ottawa, ON, Canada",BANK ST,HUNT CLUB RD,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100172973,2010-06-17 22:14:00,"ANDERSON ST at PRESTON ST, Ottawa, ON, Canada",ANDERSON ST,PRESTON ST,,Approaching,Clear,Dark,Stop Sign,P.D. Only,2,0,0
100172418,2010-06-17 13:37:00,"MACKENZIE KING BRIDGE at N.D.H.Q., Ottawa, ON, Canada",MACKENZIE KING BRIDGE,N.D.H.Q.,NICHOLAS ST,Sideswipe,Clear,Daylight,No control,P.D. Only,2,0,0
100171585,2010-06-16 16:05:00,"BOOTH ST at MIDDLE ST, Ottawa, ON, Canada",BOOTH ST,MIDDLE ST,,Turning Movement,Rain,Daylight,Stop Sign,P.D. Only,2,0,0
100171462,2010-06-16 14:50:00,"GLADSTONE AVE at BANK ST, Ottawa, ON, Canada",GLADSTONE AVE,BANK ST,KENT ST,Turning Movement,Rain,Daylight,No control,Non-fatal injury,2,1,0
100170258,2010-06-15 15:31:00,"DON REID DR at WALKLEY RD, Ottawa, ON, Canada",DON REID DR,WALKLEY RD,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100169370,2010-06-14 19:05:00,"CARLING AVE at CROYDON AVE, Ottawa, ON, Canada",CARLING AVE,CROYDON AVE,,Angle,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
100165532,2010-06-11 11:44:00,"SECOND LINE RD at WEATHERLY DR, Ottawa, ON, Canada",SECOND LINE RD,WEATHERLY DR,,Single Vehicle (Other),Clear,Daylight,No control,Non-fatal injury,1,1,0
100164918,2010-06-10 20:05:00,"BASELINE RD at GREENBANK RD, Ottawa, ON, Canada",BASELINE RD,GREENBANK RD,PINECREST RD,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
100164140,2010-06-10 06:58:00,"MELFORT ST at WALKLEY RD, Ottawa, ON, Canada",MELFORT ST,WALKLEY RD,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100163483,2010-06-09 15:06:00,"COLDREY AVE at KIRKWOOD AVE, Ottawa, ON, Canada",COLDREY AVE,KIRKWOOD AVE,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100163068,2010-06-09 08:14:00,"BANK ST at HERON RD, Ottawa, ON, Canada",BANK ST,HERON RD,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100161235,2010-06-07 13:54:00,"BANK ST at QUEEN ST, Ottawa, ON, Canada",BANK ST,QUEEN ST,,Sideswipe,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100159080,2010-06-05 10:23:00,"ELGIN ST at COOPER ST, Ottawa, ON, Canada",ELGIN ST,COOPER ST,SOMERSET ST,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
100158815,2010-06-05 00:54:00,"FEATHERSTON DR at EMSLIE AVE, Ottawa, ON, Canada",FEATHERSTON DR,EMSLIE AVE,RYDER ST,Approaching,Rain,Dark,No control,Non-fatal injury,2,1,0
100158482,2010-06-04 19:15:00,"ROBERTSON RD at WESTCLIFFE RD, Ottawa, ON, Canada",ROBERTSON RD,WESTCLIFFE RD,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100158461,2010-06-04 18:49:00,"INDUSTRIAL AVE at RUSSELL RD, Ottawa, ON, Canada",INDUSTRIAL AVE,RUSSELL RD,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100157152,2010-06-03 15:46:00,"BANK ST at GLEN AVE, Ottawa, ON, Canada",BANK ST,GLEN AVE,HOPEWELL AVE,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
100155606,2010-06-02 08:31:00,"HERITAGE GLEN DR at WOODROFFE AVE, Ottawa, ON, Canada",HERITAGE GLEN DR,WOODROFFE AVE,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
100154518,2010-06-01 09:12:00,"BANK ST at LEWIS ST, Ottawa, ON, Canada",BANK ST,LEWIS ST,,Angle,Rain,Daylight,Stop Sign,Non-fatal injury,2,1,0
100153922,2010-05-31 15:45:00,"CARLING AVE EB at ARCHIBALD ST, Ottawa, ON, Canada",CARLING AVE EB,ARCHIBALD ST,MEATH ST,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
100151829,2010-05-29 16:55:00,"O'CONNOR ST at PATTERSON AVE, Ottawa, ON, Canada",O'CONNOR ST,PATTERSON AVE,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
100150562,2010-05-28 16:45:00,"HINTON AVE at WELLINGTON ST, Ottawa, ON, Canada",HINTON AVE,WELLINGTON ST,,Angle,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
100150447,2010-05-28 15:07:00,"RICHMOND RD at ASSALY RD, Ottawa, ON, Canada",RICHMOND RD,ASSALY RD,CROYDON AVE,Turning Movement,Clear,Daylight,No control,Non-fatal injury,2,1,0
100149386,2010-05-27 17:10:00,"CHARLOTTE ST at RIDEAU ST, Ottawa, ON, Canada",CHARLOTTE ST,RIDEAU ST,,Rear End,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100147593,2010-05-26 08:32:00,"MACKENZIE KING BRIDGE at N.D.H.Q., Ottawa, ON, Canada",MACKENZIE KING BRIDGE,N.D.H.Q.,NICHOLAS ST,Sideswipe,Clear,Daylight,No control,P.D. Only,2,0,0
100147164,2010-05-25 20:12:00,"DES MESANGES DR at ALBION RD, Ottawa, ON, Canada",DES MESANGES DR,ALBION RD,END,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
100146281,2010-05-25 07:18:00,"HEMLOCK RD at ST. LAURENT BLVD, Ottawa, ON, Canada",HEMLOCK RD,ST. LAURENT BLVD,,Angle,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
100145958,2010-05-24 20:50:00,"DALHOUSIE ST at RIDEAU ST, Ottawa, ON, Canada",DALHOUSIE ST,RIDEAU ST,,Turning Movement,Clear,Dusk,Traffic Signal,Non-fatal injury,2,1,0
100144438,2010-05-23 10:18:00,"BEECHWOOD AVE at CHARLEVOIX ST, Ottawa, ON, Canada",BEECHWOOD AVE,CHARLEVOIX ST,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100143889,2010-05-22 21:12:00,"INNES RD at VISENEAU DR, Ottawa, ON, Canada",INNES RD,VISENEAU DR,,Angle,Clear,Dark,Traffic Signal,Non-fatal injury,2,1,0
100143436,2010-05-22 12:45:00,"HOBIN ST at STITTSVILLE MAIN ST, Ottawa, ON, Canada",HOBIN ST,STITTSVILLE MAIN ST,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100142498,2010-05-21 17:36:00,"BRANT ST at MCARTHUR AVE, Ottawa, ON, Canada",BRANT ST,MCARTHUR AVE,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100150802,2010-05-21 11:00:00,"RIDEAU ST at ELGIN ST E, Ottawa, ON, Canada",RIDEAU ST,ELGIN ST E,MACKENZIE AVE,Sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
100142273,2010-05-20 15:45:00,"BANK ST at OSSINGTON AVE, Ottawa, ON, Canada",BANK ST,OSSINGTON AVE,,Turning Movement,Clear,Daylight,No control,Non-fatal injury,2,1,0
100149551,2010-05-19 16:00:00,"HAZELDEAN RD at EDGEWATER ST, Ottawa, ON, Canada",HAZELDEAN RD,EDGEWATER ST,TERRY FOX DR,Angle,Unknown,Daylight,No control,Non-fatal injury,2,1,0
100139161,2010-05-18 20:16:00,"DUNHAM ST at OGILVIE RD, Ottawa, ON, Canada",DUNHAM ST,OGILVIE RD,,Turning Movement,Clear,Dust,Stop Sign,Non-fatal injury,2,1,0
100136907,2010-05-16 22:22:00,"CARLING AVE WB at WOODLAND AVE, Ottawa, ON, Canada",CARLING AVE WB,WOODLAND AVE,WOODROFFE AVE W,Other,Clear,Dark,No control,Fatal Injury,2,3,0
100136852,2010-05-16 20:58:00,"ARLINGTON AVE at BRONSON AVE, Ottawa, ON, Canada",ARLINGTON AVE,BRONSON AVE,,Angle,Clear,Dusk,Stop Sign,Non-fatal injury,2,1,0
100136389,2010-05-16 12:05:00,"DALY AVE at NICHOLAS ST, Ottawa, ON, Canada",DALY AVE,NICHOLAS ST,,Turning Movement,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100136296,2010-05-15 16:30:00,"ORLEANS BLVD at ST. JOSEPH BLVD, Ottawa, ON, Canada",ORLEANS BLVD,ST. JOSEPH BLVD,,Angle,Clear,Daylight,Traffic Signal,Non-fatal injury,2,1,0
100135250,2010-05-15 10:06:00,"BRONSON AVE at RENFREW AVE, Ottawa, ON, Canada",BRONSON AVE,RENFREW AVE,,Turning Movement,Clear,Daylight,Stop Sign,Non-fatal injury,2,1,0
100134621,2010-05-14 19:14:00,"BELCOURT BLVD at JEANNE D'ARC BLVD, Ottawa, ON, Canada",BELCOURT BLVD,JEANNE D'ARC BLVD,,Angle,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
100133744,2010-05-14 01:33:00,"MACKENZIE AVE at RIDEAU ST, Ottawa, ON, Canada",MACKENZIE AVE,RIDEAU ST,,Angle,Clear,Dark,Traffic Signal,P.D. Only,2,0,0
100133585,2010-05-13 21:42:00,"METCALFE ST at SOMERSET ST, Ottawa, ON, Canada",METCALFE ST,SOMERSET ST,,Turning Movement,Rain,Dark,Traffic Signal,Non-fatal injury,2,1,0
100132761,2010-05-13 08:09:00,"OLD RIVERSIDE DR at FROBISHER LANE, Ottawa, ON, Canada",OLD RIVERSIDE DR,FROBISHER LANE,HINCKS LANE,Turning Movement,Clear,Daylight,No control,Non-fatal injury,2,1,0
100131877,2010-05-12 13:01:00,"IONA ST at ISLAND PARK DR, Ottawa, ON, Canada",IONA ST,ISLAND PARK DR,,Single Vehicle (Other),Clear,Daylight,Stop Sign,Non-fatal injury,1,1,0
100131570,2010-05-12 08:31:00,"BEAUSOLEIL DR at COBOURG ST, Ottawa, ON, Canada",BEAUSOLEIL DR,COBOURG ST,YORK ST,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
100131261,2010-05-11 21:39:00,"LEES AVE at CHESTNUT ST, Ottawa, ON, Canada",LEES AVE,CHESTNUT ST,HWY 417 NICHOLA IC118R45,Turning Movement,Clear,Dark,No control,Non-fatal injury,2,1,0
100131034,2010-05-11 17:30:00,"BLAIR RD at OGILVIE RD, Ottawa, ON, Canada",BLAIR RD,OGILVIE RD,OR174 IC112  RAMP 36,sideswipe,Clear,Daylight,No control,Non-fatal injury,2,1,0
100125807,2010-05-06 17:45:00,"BANK ST at WILTON CRES, Ottawa, ON, Canada",BANK ST,WILTON CRES,,Angle,Clear,Daylight,Stop Sign,P.D. Only,2,0,0
100125348,2010-05-06 14:26:00,"CAMBRIDGE ST at LAURIER AVE, Ottawa, ON, Canada",CAMBRIDGE ST,LAURIER AVE,PRIMROSE AVE,Angle,Clear,Daylight,No control,Non-fatal injury,2,1,0
100124518,2010-05-05 17:40:00,"DALHOUSIE ST at RIDEAU ST, Ottawa, ON, Canada",DALHOUSIE ST,RIDEAU ST,,Angle,Clear,Daylight,Traffic Signal,P.D. Only,2,0,0
100122312,2010-05-03 20:14:00,"GEORGINA DR at WOODROFFE AVE, Ottawa, ON, Canada",GEORGINA DR,WOODROFFE AVE,,Turning Movement,Clear,Dusk,Traffic Signal,Non-fatal injury,2,1,0
100118846,2010-04-30 17:51:00,"MONTREAL RD at MONTGOMERY ST, Ottawa, ON, Canada",MONTREAL RD,MONTGOMERY ST,PALACE ST,Turning Movement,Clear,Daylight,No control,Non-fatal injury,2,1,0
100116477,2010-04-28 16:01:00,"ST. LAURENT BLVD at BOURASSA ST, Ottawa, ON, Canada",ST. LAURENT BLVD,BOURASSA ST,INDUSTRIAL AVE,Turning Movement,Clear,Daylight,No control,Non-fatal injury,2,1,0
100115572,2010-04-27 17:25:00,"ABBOTT ST at ABBOTT ST W, Ottawa, ON, Canada",ABBOTT ST,ABBOTT ST W,CARBERY DR,Angle,Rain,Daylight,No control,Non-fatal injury,2,1,0
100115454,2010-04-27 15:07:00,"BANK ST at WILTON CRES, Ottawa, ON, Canada",BANK ST,WILTON CRES,,Angle,Clear,Daylight,Stop Sign,P.D. Only,2,0,0
