Time,Address,Injury level,Age,Sex,Safety equipment,Primary event,Severity
2011-05-02 08:05:00,"1 ST SW & 4 AV SW, Calgary, AB, Canada",MINOR INJURY,18,M,Helmet,Struck object,Injury
2011-04-28 17:45:00,"EDMONTON TR NE & 41 AV NE, Calgary, AB, Canada",MINOR INJURY,34,M,Helmet,Struck object,Injury
2011-04-24 18:28:00,"17 AV SE & 38 ST SE, Calgary, AB, Canada",MAJOR INJURY,36,M,,Right angle,Injury
2011-04-22 13:45:00,"UNKNOWN, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Struck object,Property damage
2011-04-21 19:00:00,"1 ST SW & 9 AV SW, Calgary, AB, Canada",MINOR INJURY,27,M,Helmet,Right angle,Injury
2011-04-15 17:10:00,"3 ST SE & 5 AV SE, Calgary, AB, Canada",NO INJURY,55,M,Helmet,Struck object,Property damage
2011-04-13 16:20:00,"2 ST SW & 9 AV SW, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Passing-right turn,Property damage
2011-04-08 15:20:00,"CENTRE ST S & 4 AV SE, Calgary, AB, Canada",MINOR INJURY,22,M,No helmet,Struck object,Injury
2011-04-05 10:10:00,"6 AV SW & 6 ST SW, Calgary, AB, Canada",MINOR INJURY,27,M,Helmet,Struck object,Injury
2011-04-04 13:45:00,"CENTRE ST S & 13 AV SE, Calgary, AB, Canada",MINOR INJURY,27,M,No helmet,Right angle,Property damage
2011-03-30 11:15:00,"635 8 ST SW, Calgary, AB, Canada",MINOR INJURY,0,U,,"Sideswipe, same direction",Injury
2011-03-29 13:40:00,"MACLEOD TR S & 8 AV SW, Calgary, AB, Canada",NO INJURY,26,F,Helmet,Right angle,Property damage
2011-03-18 16:25:00,"MCKNIGHT BV NE & 19 ST NE, Calgary, AB, Canada",NO INJURY,58,M,Helmet,Struck object,Property damage
2011-03-18 09:25:00,"1400 2 ST SW, Calgary, AB, Canada",MINOR INJURY,23,M,Helmet,Struck object,Injury
2011-03-15 20:45:00,"CENTRE ST S & 3 AV SE, Calgary, AB, Canada",NO INJURY,0,M,,Right angle,Property damage
2011-02-25 07:28:00,"GLENMORE TR SE & 30 ST SE, Calgary, AB, Canada",MINOR INJURY,36,M,No helmet,Struck object,Injury
2011-02-16 18:30:00,"14 ST SW & 29 AV SW, Calgary, AB, Canada",MINOR INJURY,25,M,No helmet,Struck object,Injury
2011-01-17 08:26:00,"12 AV SW & 18 ST SW, Calgary, AB, Canada",NO INJURY,38,M,No helmet,Struck object,Property damage
2010-12-29 13:30:00,"14 ST NW & 16 AV NW, Calgary, AB, Canada",NO INJURY,33,M,Helmet,Right angle,Property damage
2010-12-22 13:50:00,"768 CEDARILLE WY SW, Calgary, AB, Canada",NO INJURY,49,M,No helmet,Struck object,Injury
2010-12-17 11:09:00,"1 ST SW & 6 AV SW, Calgary, AB, Canada",MINOR INJURY,18,M,,Passing-right turn,Injury
2010-12-11 23:25:00,"1 ST SW & 17 AV SW, Calgary, AB, Canada",NO INJURY,36,M,Helmet,Left turn across path,Property damage
2010-12-09 16:20:00,"2 ST SE & 6 AV SE, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Right angle,Property damage
2010-11-15 19:00:00,"18 AV NE & 4 ST NE, Calgary, AB, Canada",MINOR INJURY,11,F,No helmet,Struck object,Injury
2010-11-14 16:10:00,"9925 FAIRMOUNT DR SE, Calgary, AB, Canada",MAJOR INJURY,44,M,Helmet,Right angle,Injury
2010-11-13 19:30:00,"MEREDITH RD NE & 6 ST NE, Calgary, AB, Canada",MAJOR INJURY,34,M,Helmet,Left turn across path,Injury
2010-11-13 15:58:00,"MARTHA'S MEADOW DR NE & MARTINDALE BV NE, Calgary, AB, Canada",MAJOR INJURY,8,M,Helmet,Struck object,Injury
2010-11-12 13:30:00,"1300 14 ST SW, Calgary, AB, Canada",MINOR INJURY,44,M,Helmet,Right angle,Injury
2010-11-05 16:55:00,"1320B 36 ST SE, Calgary, AB, Canada",MAJOR INJURY,6,M,No helmet,Right angle,Injury
2010-11-05 13:15:00,"5 ST SE & 9 AV SE, Calgary, AB, Canada",MINOR INJURY,46,M,Helmet,Struck object,Injury
2010-11-02 08:00:00,"13 AV SE & 2 ST SE, Calgary, AB, Canada",MINOR INJURY,43,M,Helmet,Struck object,Injury
2010-11-02 07:30:00,"1 ST SW & 13 AV SW, Calgary, AB, Canada",NO INJURY,0,U,Helmet,"Sideswipe, opposite direction",Property damage
2010-11-01 18:50:00,"OGDEN RD SE & 76 AV SE, Calgary, AB, Canada",MINOR INJURY,51,M,Helmet,Right angle,Injury
2010-11-01 15:00:00,"3 AV SW & 5 ST SW, Calgary, AB, Canada",MINOR INJURY,18,M,Helmet,Right angle,Injury
2010-10-30 17:30:00,"2707 17 AV SW, Calgary, AB, Canada",NO INJURY,13,M,Helmet,Right angle,Property damage
2010-10-30 15:05:00,"ELBOW DR SW & 26 AV SW, Calgary, AB, Canada",MINOR INJURY,38,F,Helmet,Right angle,Injury
2010-10-29 07:33:00,"HOME RD NW & 16 AV NW, Calgary, AB, Canada",NO INJURY,41,F,Helmet,Left turn across path,Property damage
2010-10-27 09:00:00,"SUFFOLK ST SW & 17 AV SW, Calgary, AB, Canada",NO INJURY,24,M,Helmet,Right angle,Property damage
2010-10-26 13:40:00,"17 AV SW & 27 ST SW, Calgary, AB, Canada",NO INJURY,15,M,Helmet,Struck object,Property damage
2010-10-26 07:57:00,"3436 BRENTWOOD RD NW, Calgary, AB, Canada",MINOR INJURY,33,F,No helmet,Rear end,Injury
2010-10-25 18:30:00,"907 9 AV SW, Calgary, AB, Canada",NO INJURY,51,M,Helmet,Struck object,Property damage
2010-10-22 13:30:00,"MEMORIAL DR NE & 10A ST NW, Calgary, AB, Canada",NO INJURY,34,M,Helmet,Struck object,Property damage
2010-10-20 14:47:00,"5 ST SW & 9 AV SW, Calgary, AB, Canada",NO INJURY,21,M,Helmet,Struck object,Property damage
2010-10-15 22:55:00,"4 AV SW & 8 ST SW, Calgary, AB, Canada",NO INJURY,23,M,No helmet,Struck object,Property damage
2010-10-15 22:50:00,"1925 5 ST SW, Calgary, AB, Canada",UNKNOWN,0,U,,Struck object,Property damage
2010-10-14 12:00:00,"11 ST SW & 6 AV SW, Calgary, AB, Canada",MINOR INJURY,50,M,No helmet,Left turn across path,Injury
2010-10-13 22:19:00,"26 AV NE & 52 ST NE, Calgary, AB, Canada",MAJOR INJURY,54,M,Helmet,Right angle,Injury
2010-10-13 19:00:00,"HERITAGE DR SE & HERITAGE MEADOWS RD SE, Calgary, AB, Canada",MINOR INJURY,19,M,Helmet,Struck object,Injury
2010-10-12 16:30:00,"12 ST SW & 17 AV SW, Calgary, AB, Canada",MINOR INJURY,51,M,Helmet,Left turn across path,Injury
2010-10-12 13:30:00,"FAIRMOUNT DR SE & HERITAGE DR SE, Calgary, AB, Canada",NO INJURY,30,M,Helmet,Struck object,Property damage
2010-10-11 12:00:00,"CENTRE ST N & 22 AV NE, Calgary, AB, Canada",MINOR INJURY,37,M,,Right angle,Injury
2010-10-10 20:20:00,"151 MARTINDALE DR NE, Calgary, AB, Canada",MAJOR INJURY,20,M,Helmet,Struck object,Injury
2010-10-08 17:15:00,"246 STEWART GR SW, Calgary, AB, Canada",MINOR INJURY,22,F,No helmet,Struck object,Injury
2010-10-08 13:45:00,"6 AV SW & 7 ST SW, Calgary, AB, Canada",MINOR INJURY,30,F,No helmet,Struck object,Injury
2010-10-08 08:25:00,"7700 18 ST SE, Calgary, AB, Canada",MINOR INJURY,14,M,No helmet,Right angle,Injury
2010-10-07 19:27:00,"BOW BOTTOM TR SE & DIAMOND DR SE, Calgary, AB, Canada",MINOR INJURY,0,F,No helmet,Left turn across path,Injury
2010-10-07 16:10:00,"29 ST NW & 7 AV NW, Calgary, AB, Canada",MINOR INJURY,41,M,Helmet,Struck object,Injury
2010-10-06 16:40:00,"EDMONTON TR NE & 24 AV NE, Calgary, AB, Canada",MINOR INJURY,18,M,Helmet,Right angle,Injury
2010-10-06 10:30:00,"HOME RD NW & 16 AV NW, Calgary, AB, Canada",DEATH,75,M,,"Sideswipe, opposite direction",Fatal
2010-10-05 21:20:00,"20 ST SW & 26 AV SW, Calgary, AB, Canada",MINOR INJURY,38,F,Helmet,Left turn across path,Injury
2010-10-05 10:57:00,"14 ST SW & 15 AV SW, Calgary, AB, Canada",MINOR INJURY,28,F,,Right angle,Injury
2010-10-03 09:36:00,"14 ST SW & 8 AV SW, Calgary, AB, Canada",NO INJURY,18,M,Helmet,Struck object,Injury
2010-09-29 06:54:00,"16 ST SW & 34 AV SW, Calgary, AB, Canada",MAJOR INJURY,22,M,Helmet,Struck object,Injury
2010-09-28 18:30:00,"1 ST SW & 5 AV SW, Calgary, AB, Canada",NO INJURY,32,M,Helmet,"Sideswipe, same direction",Property damage
2010-09-26 15:50:00,"COACH HILL RD SW & OLD BANFF COACH RD SW, Calgary, AB, Canada",MINOR INJURY,40,F,No helmet,Left turn across path,Injury
2010-09-25 22:17:00,"701 11 ST SW, Calgary, AB, Canada",MAJOR INJURY,44,F,Helmet,,Injury
2010-09-25 14:53:00,"HERITAGE MEADOWS RD SE & HERITAGE MEADOWS WY, Calgary, AB, Canada",MAJOR INJURY,50,F,No helmet,Struck object,Injury
2010-09-25 14:00:00,"HOME RD NW & 16 AV NW, Calgary, AB, Canada",NO INJURY,0,U,Helmet,Struck object,Property damage
2010-09-24 09:30:00,"203 15 AV SE, Calgary, AB, Canada",MINOR INJURY,30,M,Helmet,Right angle,Injury
2010-09-24 08:15:00,"900 36 ST NE, Calgary, AB, Canada",MAJOR INJURY,31,M,Helmet,Struck object,Injury
2010-09-23 18:00:00,"22 ST SW & 33 AV SW, Calgary, AB, Canada",NO INJURY,33,M,No helmet,"Sideswipe, same direction",Property damage
2010-09-22 17:45:00,"24 AV SW & 5 ST SW, Calgary, AB, Canada",NO INJURY,56,M,No helmet,Right angle,Property damage
2010-09-22 09:25:00,"CASTLERIDGE BV NE & WESTWINDS DR NE, Calgary, AB, Canada",NO INJURY,35,M,,Struck object,Injury
2010-09-21 22:30:00,"1224 14 AV SW, Calgary, AB, Canada",NO INJURY,42,M,,Struck object,Property damage
2010-09-20 15:30:00,"3406 2 ST NW, Calgary, AB, Canada",NO INJURY,0,F,,Struck object,Property damage
2010-09-19 11:30:00,"120 10 ST NW, Calgary, AB, Canada",MINOR INJURY,18,F,,Struck object,Injury
2010-09-16 14:28:00,"MARTINDALE DR NE & 64 AV NE, Calgary, AB, Canada",MINOR INJURY,17,M,,Right angle,Injury
2010-09-15 20:30:00,"MARLBOROUGH WY NE & MEMORIAL DR E, Calgary, AB, Canada",MINOR INJURY,26,M,No helmet,Passing-right turn,Injury
2010-09-15 09:35:00,"BOW TR SW & 14 ST SW, Calgary, AB, Canada",MINOR INJURY,0,M,No helmet,Right angle,Injury
2010-09-12 07:00:00,"12 ST NE, Calgary, AB, Canada",MINOR INJURY,58,M,No helmet,Right angle,Injury
2010-09-11 18:00:00,"MADIGAN DR NE & MEMORIAL DR E, Calgary, AB, Canada",MINOR INJURY,14,M,Helmet,Struck object,Injury
2010-09-11 01:32:00,"14 ST SW & 15 AV SW, Calgary, AB, Canada",MINOR INJURY,25,M,Helmet,Right angle,Injury
2010-09-09 15:50:00,"23 ST NE & 35 AV NE, Calgary, AB, Canada",MINOR INJURY,52,M,No helmet,Struck object,Injury
2010-09-09 08:55:00,"CHRISTIE PARK MR SW & 58 ST SW, Calgary, AB, Canada",MAJOR INJURY,53,M,No helmet,#VALUE!,Injury
2010-09-08,"1 ST SW & 6 AV SW, Calgary, AB, Canada",MINOR INJURY,23,M,No helmet,Rear end,Injury
2010-09-07 18:28:00,"BEDDINGTON BV NE & CENTRE ST N, Calgary, AB, Canada",*,50,M,Helmet,,Injury
2010-09-07 07:15:00,"3 ST SW & 5 AV SW, Calgary, AB, Canada",MINOR INJURY,36,M,,Struck object,Injury
2010-09-04 18:00:00,"8448 64 AV NW, Calgary, AB, Canada",MINOR INJURY,9,M,No helmet,Struck object,Injury
2010-09-04 16:00:00,"CHAPARRAL DR SE & CHAPARRAL WY SE, Calgary, AB, Canada",MINOR INJURY,14,M,Helmet,Right angle,Injury
2010-09-02 18:20:00,"GLENWAY DR SW & RICHMOND RD SW, Calgary, AB, Canada",MINOR INJURY,17,M,No helmet,Struck object,Injury
2010-09-02 10:00:00,"1085 NORTHMOUNT DR NW, Calgary, AB, Canada",MINOR INJURY,42,M,No helmet,,Injury
2010-08-31 06:30:00,"MEMORIAL DR W & 10 ST NW, Calgary, AB, Canada",NO INJURY,48,M,,Struck object,Property damage
2010-08-27 20:35:00,"4 ST NW & 40 AV NW, Calgary, AB, Canada",*,40,M,No helmet,Rear end,Injury
2010-08-27 16:47:00,"BAY VIEW DR SW & 90 AV SW, Calgary, AB, Canada",MINOR INJURY,21,M,No helmet,Struck object,Injury
2010-08-26 17:20:00,"11 AV SW & 8 ST SW, Calgary, AB, Canada",NO INJURY,30,M,,Right angle,Property damage
2010-08-25 20:45:00,"14 AV SE & 68 ST SE, Calgary, AB, Canada",MAJOR INJURY,0,M,Helmet,Right angle,Injury
2010-08-25 19:14:00,"3363 WESTWINDS DR NE, Calgary, AB, Canada",NO INJURY,22,M,Helmet,Passing-right turn,Property damage
2010-08-25 18:56:00,"3363 WESTWINDS DR NE, Calgary, AB, Canada",NO INJURY,15,M,No helmet,Right angle,Property damage
2010-08-24 15:00:00,"89 COVEWOOD CL NE, Calgary, AB, Canada",MINOR INJURY,19,M,,Right angle,Injury
2010-08-23 18:58:00,"142 SPRING CR SW, Calgary, AB, Canada",MAJOR INJURY,22,M,No helmet,Struck object,Injury
2010-08-23 18:30:00,"BROOKPARK BV SW & SOUTHLAND DR SW, Calgary, AB, Canada",MINOR INJURY,40,M,Helmet,Struck object,Injury
2010-08-23 08:25:00,"UNIVERSITY DR NW & 24 AV NW, Calgary, AB, Canada",MINOR INJURY,24,M,Helmet,Right angle,Injury
2010-08-21 19:01:00,"CENTRE ST N & 78 AV NW, Calgary, AB, Canada",MAJOR INJURY,16,M,Helmet,Struck object,Injury
2010-08-19 21:00:00,"KENSINGTON RD NW & 14 ST NW, Calgary, AB, Canada",MINOR INJURY,27,F,No helmet,,Injury
2010-08-18 19:00:00,"SADDLETOWNE CI NE & TARAVISTA DR NE, Calgary, AB, Canada",MAJOR INJURY,12,F,No helmet,Struck object,Injury
2010-08-16 21:32:00,"SHAWVILLE BV SE & SHAWVILLE GA SW, Calgary, AB, Canada",NO INJURY,17,F,Helmet,Struck object,Property damage
2010-08-16 19:45:00,"26 AV SE & 46 ST SE, Calgary, AB, Canada",MINOR INJURY,9,M,Helmet,Struck object,Injury
2010-08-15 18:18:00,"24 AV SW & 5 ST SW, Calgary, AB, Canada",MINOR INJURY,58,M,Helmet,Struck object,Injury
2010-08-12 17:50:00,"836 5 AV SW, Calgary, AB, Canada",MINOR INJURY,21,M,Helmet,Struck object,Injury
2010-08-12 07:20:00,"11 ST SW & 14 AV SW, Calgary, AB, Canada",NO INJURY,0,M,,Struck object,Property damage
2010-08-11 12:20:00,"ELBOW DR SW & GLENMORE TR SW, Calgary, AB, Canada",MINOR INJURY,23,M,Helmet,Struck object,Injury
2010-08-10 20:55:00,"12 AV SW & 8 ST SW, Calgary, AB, Canada",NO INJURY,39,F,Helmet,"Sideswipe, same direction",Property damage
2010-08-10 07:20:00,"1 ST SW & 3 AV SW, Calgary, AB, Canada",MINOR INJURY,25,F,No helmet,Struck object,Injury
2010-08-05 20:00:00,"MEMORIAL DR E & 8 ST NE, Calgary, AB, Canada",MINOR INJURY,22,M,Helmet,Struck object,Injury
2010-08-05 02:45:00,"MARLBOROUGH DR NE & 36 ST NE, Calgary, AB, Canada",NO INJURY,17,M,Helmet,Rear end,Property damage
2010-08-01 02:30:00,"15 AV SW & 4 ST SW, Calgary, AB, Canada",MINOR INJURY,37,F,Helmet,Struck object,Injury
2010-07-29 16:23:00,"HERITAGE DR SE & HERITAGE MEADOWS RD SE, Calgary, AB, Canada",MINOR INJURY,44,M,Helmet,Right angle,Injury
2010-07-26 16:07:00,"COUNTRY HILLS BV NW & STONEY TR NW, Calgary, AB, Canada",MAJOR INJURY,28,F,No helmet,"Sideswipe, same direction",Injury
2010-07-25,"17 AV SE & 36 ST SE, Calgary, AB, Canada",MINOR INJURY,50,M,Helmet,Struck object,Injury
2010-07-25 17:37:00,"CAPRI AV NW & CHARLESWOOD DR NW, Calgary, AB, Canada",MINOR INJURY,41,F,Helmet,Struck object,Injury
2010-07-22 19:15:00,"MACLEOD TR S & 49 AV SW, Calgary, AB, Canada",MINOR INJURY,45,M,Helmet,Right angle,Injury
2010-07-20 19:30:00,"RUNDLECAIRN RD NE & RUNDLECAIRN WY NE, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Struck object,Property damage
2010-07-20 08:20:00,"2100 HOME RD NW, Calgary, AB, Canada",MINOR INJURY,24,M,No helmet,Struck object,Injury
2010-07-19 18:00:00,"14 ST NW & 5 AV NW, Calgary, AB, Canada",MINOR INJURY,53,F,Helmet,Struck object,Injury
2010-07-17 16:00:00,"2414 BOWNESS RD NW, Calgary, AB, Canada",MINOR INJURY,0,M,,Struck object,Injury
2010-07-14 18:35:00,"26 AV SE & 43 ST SE, Calgary, AB, Canada",MINOR INJURY,49,M,Helmet,Left turn across path,Injury
2010-07-09 13:19:00,"8 ST SE & 9 AV SE, Calgary, AB, Canada",MINOR INJURY,18,F,,Right angle,Injury
2010-07-09 06:45:00,"3 ST SW & 58 AV SW, Calgary, AB, Canada",MINOR INJURY,27,M,No helmet,Struck object,Injury
2010-07-07 21:05:00,"RANCH GLEN DR NW & RANCHLANDS BV NW, Calgary, AB, Canada",MINOR INJURY,7,M,No helmet,Struck object,Injury
2010-07-02 18:00:00,"4216 WHITEHORN DR NE, Calgary, AB, Canada",NO INJURY,13,M,,Struck object,Injury
2010-07-02 15:00:00,"HUBALTA RD SE & 46 ST SE, Calgary, AB, Canada",MINOR INJURY,7,M,Helmet,Right angle,Injury
2010-07-01 18:40:00,"1712 38 ST SE, Calgary, AB, Canada",MINOR INJURY,12,M,Helmet,Struck object,Injury
2010-07-01,"12 AV SW & 8 ST SW, Calgary, AB, Canada",MINOR INJURY,22,F,,Struck object,Injury
2010-06-30 18:58:00,"RUNDLEHORN DR NE & 50 ST NE, Calgary, AB, Canada",NO INJURY,15,M,Helmet,Struck object,Property damage
2010-06-30 07:45:00,"MANCHESTER RD SE & 39 AV SE, Calgary, AB, Canada",MAJOR INJURY,48,F,No helmet,Left turn across path,Injury
2010-06-29 18:14:00,"88 SHAWMEADOWS RD SW, Calgary, AB, Canada",MINOR INJURY,41,M,,Right angle,Injury
2010-06-29 11:17:00,"17 AV SW & 18A ST SW, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Struck object,Property damage
2010-06-28 18:00:00,"3 ST SE & 5 AV SE, Calgary, AB, Canada",MINOR INJURY,54,M,Helmet,Right angle,Injury
2010-06-28 17:00:00,"4 AV NE & 7 ST NE, Calgary, AB, Canada",NO INJURY,19,M,Helmet,Struck object,Property damage
2010-06-27 21:30:00,"3800 MEMORIAL DR E, Calgary, AB, Canada",NO INJURY,24,M,No helmet,Struck object,Property damage
2010-06-27 16:00:00,"QUEBEC AV SW & 14 ST SW, Calgary, AB, Canada",NO INJURY,22,F,Helmet,Struck object,Property damage
2010-06-25 11:15:00,"SHAGANAPPI TR NW & 32 AV NW, Calgary, AB, Canada",MAJOR INJURY,25,F,Helmet,Struck object,Injury
2010-06-23 13:14:00,"47 ST SE & 8 AV SE, Calgary, AB, Canada",NO INJURY,24,F,Helmet,Right angle,Property damage
2010-06-23 09:22:00,"15 AV SW & 7 ST SW, Calgary, AB, Canada",MINOR INJURY,24,F,No helmet,Struck object,Injury
2010-06-22 17:25:00,"19 AV NW & 48 ST NW, Calgary, AB, Canada",MINOR INJURY,56,F,No helmet,Struck object,Injury
2010-06-21 07:10:00,"29 ST NW & 8 AV NW, Calgary, AB, Canada",MINOR INJURY,41,M,No helmet,Struck object,Injury
2010-06-20 19:20:00,"17 AV SW & 37 ST SW, Calgary, AB, Canada",MINOR INJURY,20,F,Helmet,Struck object,Injury
2010-06-20 16:08:00,"MACLEOD TR S & 24 AV SW, Calgary, AB, Canada",MAJOR INJURY,34,M,,Struck object,Injury
2010-06-18 12:35:00,"26 AV SW & 29 ST SW, Calgary, AB, Canada",MINOR INJURY,28,M,No helmet,Left turn across path,Injury
2010-06-15 12:15:00,"6 ST SW & 8 AV SW, Calgary, AB, Canada",MINOR INJURY,33,M,Helmet,Struck object,Injury
2010-06-10 07:50:00,"5 ST SW & 58 AV SW, Calgary, AB, Canada",MINOR INJURY,26,M,No helmet,Struck object,Injury
2010-06-10 07:35:00,"ACADIA DR SE & MAPLEBURN DR SE, Calgary, AB, Canada",MINOR INJURY,46,M,No helmet,Struck object,Injury
2010-06-08 16:30:00,"SHANNON AV SW & SHAWINIGAN DR SW, Calgary, AB, Canada",MINOR INJURY,14,M,No helmet,Right angle,Injury
2010-06-08 08:15:00,"1 ST SW & 6 AV SW, Calgary, AB, Canada",MINOR INJURY,48,M,,"Sideswipe, opposite direction",Injury
2010-06-07,"GRIER TC NE & 4 ST NE, Calgary, AB, Canada",MINOR INJURY,35,M,No helmet,Struck object,Injury
2010-06-07 17:25:00,"11 AV SW & 11 ST SW, Calgary, AB, Canada",MAJOR INJURY,52,F,No helmet,Right angle,Injury
2010-06-05 21:56:00,"1148 ABBEYDALE DR NE, Calgary, AB, Canada",MINOR INJURY,18,M,,Struck object,Injury
2010-06-05 18:35:00,"JAMES MCKEVITT RD SW & SHAWNESSY BV SW, Calgary, AB, Canada",MINOR INJURY,8,F,No helmet,Right angle,Injury
2010-06-04 07:21:00,"SANDERLING CL NW & SANDERLING DR NW, Calgary, AB, Canada",MINOR INJURY,37,M,No helmet,Struck object,Injury
2010-06-03 17:10:00,"TUSCANY DR NW & TUSCANY GLEN RD NW, Calgary, AB, Canada",NO INJURY,5,M,No helmet,Left turn across path,Property damage
2010-06-03 07:20:00,"EDMONTON TR NE & 20 AV NE, Calgary, AB, Canada",MINOR INJURY,26,M,Helmet,"Sideswipe, same direction",Injury
2010-06-02 17:30:00,"SADDLEHORN CR NE & SADDLEHORN DR NE, Calgary, AB, Canada",NO INJURY,11,M,,Struck object,Property damage
2010-06-02 14:40:00,"1 ST SE & 10 AV SE, Calgary, AB, Canada",MINOR INJURY,22,F,Helmet,Struck object,Injury
2010-05-28 16:30:00,"1616 14 AV NW, Calgary, AB, Canada",MINOR INJURY,30,M,No helmet,Passing-left turn,Injury
2010-05-27 06:20:00,"17 AV SW & 4 ST SW, Calgary, AB, Canada",MAJOR INJURY,45,M,Helmet,,Injury
2010-05-26 17:27:00,"NORTHMOUNT DR NW & 14 ST NW, Calgary, AB, Canada",MINOR INJURY,21,M,No helmet,Struck object,Injury
2010-05-26 16:30:00,"26 AV SE & 36 ST SE, Calgary, AB, Canada",MAJOR INJURY,11,M,Helmet,Struck object,Injury
2010-05-25 18:00:00,"44 AV NE & 49 ST NE, Calgary, AB, Canada",MINOR INJURY,5,M,No helmet,Struck object,Injury
2010-05-25 17:15:00,"600 MARLBOROUGH WY NE, Calgary, AB, Canada",MAJOR INJURY,31,M,Helmet,Struck object,Injury
2010-05-25 08:15:00,"QUARRY PARK BV SE & 18 ST SE, Calgary, AB, Canada",NO INJURY,42,M,No helmet,Struck object,Property damage
2010-05-24 15:30:00,"20 AV NE & 36 ST NE, Calgary, AB, Canada",NO INJURY,43,M,,Struck object,Property damage
2010-05-21 16:10:00,"OGDEN RD SE & 42 AV SE, Calgary, AB, Canada",NO INJURY,23,M,Helmet,,Property damage
2010-05-20 19:45:00,"ELBOW DR SW & SOUTHLAND DR SW, Calgary, AB, Canada",NO INJURY,32,M,No helmet,Struck object,Property damage
2010-05-19 20:20:00,"468 TUSCANY DR NW, Calgary, AB, Canada",NO INJURY,11,M,No helmet,Struck object,Property damage
2010-05-19 15:00:00,"7740 18 ST SE, Calgary, AB, Canada",MINOR INJURY,28,M,Helmet,Struck object,Injury
2010-05-19 09:15:00,"5302 NORTHLAND DR NW, Calgary, AB, Canada",MINOR INJURY,16,M,No helmet,Struck object,Injury
2010-05-18 15:10:00,"SHAWVILLE BV SW & 162 AV SW, Calgary, AB, Canada",MINOR INJURY,17,M,Helmet,Struck object,Injury
2010-05-18 10:46:00,"19 AV SE & 45 ST SE, Calgary, AB, Canada",MAJOR INJURY,59,M,,Struck object,Injury
2010-05-18 09:00:00,"BOW TR SW & 45 ST SW, Calgary, AB, Canada",MINOR INJURY,45,M,No helmet,Right angle,Injury
2010-05-11,"4 AV SW & 5 ST SW, Calgary, AB, Canada",MINOR INJURY,20,M,,"Sideswipe, same direction",Injury
2010-05-11 17:20:00,"RICHMOND RD SW & SARCEE TR SW, Calgary, AB, Canada",NO INJURY,29,M,Helmet,Right angle,Property damage
2010-05-10 11:00:00,"MACLEOD TR S & 41 AV SW, Calgary, AB, Canada",NO INJURY,36,M,Helmet,Right angle,Property damage
2010-05-10 06:30:00,"BOWNESS RD NW & 46 ST NW, Calgary, AB, Canada",MAJOR INJURY,39,M,No helmet,Struck object,Injury
2010-05-09 14:00:00,"169 TUSCANY VISTA CR NW, Calgary, AB, Canada",MINOR INJURY,5,F,No helmet,Struck object,Injury
2010-05-08 14:55:00,"14 ST SW & 24 AV SW, Calgary, AB, Canada",MINOR INJURY,72,M,No helmet,Struck object,Injury
2010-05-06 18:04:00,"2800 52 ST SE, Calgary, AB, Canada",MINOR INJURY,55,M,Helmet,Rear end,Injury
2010-05-06 12:39:00,"30 ST SE & 78 AV SE, Calgary, AB, Canada",MAJOR INJURY,53,M,Helmet,Struck object,Injury
2010-05-01 12:00:00,"NORTHLAND DR NW & 52 AV NW, Calgary, AB, Canada",MINOR INJURY,53,M,Helmet,Struck object,Injury
2010-04-21 18:35:00,"26 AV SW & 37 ST SW, Calgary, AB, Canada",NO INJURY,26,F,,Right angle,Property damage
2010-04-19 17:30:00,"MONTCALM CR SW & PREMIER WY SW, Calgary, AB, Canada",MINOR INJURY,35,F,No helmet,Right angle,Injury
2010-04-15 19:15:00,"DALGETTY DR NW & DALHOUSIE DR NW, Calgary, AB, Canada",MINOR INJURY,48,F,Helmet,Right angle,Injury
2010-04-08 18:20:00,"15 ST SW & 17 AV SW, Calgary, AB, Canada",MINOR INJURY,46,M,Helmet,Right angle,Injury
2010-04-08 08:20:00,"5307 MACLEOD TR S, Calgary, AB, Canada",MAJOR INJURY,42,M,No helmet,Right angle,Injury
2010-04-07 14:50:00,"16 AV NE & 36 ST NE, Calgary, AB, Canada",MINOR INJURY,39,M,Helmet,Struck object,Injury
2010-04-07 11:40:00,"13 AV SW & 2 ST SW, Calgary, AB, Canada",MINOR INJURY,34,M,Helmet,Struck object,Injury
2010-04-06 17:45:00,"36 ST NE & 44 AV NE, Calgary, AB, Canada",NO INJURY,25,F,,Struck object,Property damage
2010-04-02 15:58:00,"617 11 AV SW, Calgary, AB, Canada",MINOR INJURY,38,M,No helmet,Struck object,Injury
